gain	0	1	-90.80
gain	1	0	-95.95
gain	0	2	-97.48
gain	2	0	-102.10
gain	0	3	-111.33
gain	3	0	-115.49
gain	0	4	-104.82
gain	4	0	-110.09
gain	0	5	-104.55
gain	5	0	-109.85
gain	0	6	-111.04
gain	6	0	-113.61
gain	0	7	-122.71
gain	7	0	-127.66
gain	0	8	-114.35
gain	8	0	-116.63
gain	0	9	-119.30
gain	9	0	-123.04
gain	0	10	-116.34
gain	10	0	-120.55
gain	0	11	-120.72
gain	11	0	-124.78
gain	0	12	-124.93
gain	12	0	-128.45
gain	0	13	-121.37
gain	13	0	-123.84
gain	0	14	-128.19
gain	14	0	-132.53
gain	0	15	-81.15
gain	15	0	-89.12
gain	0	16	-94.37
gain	16	0	-100.15
gain	0	17	-98.45
gain	17	0	-100.65
gain	0	18	-109.20
gain	18	0	-111.25
gain	0	19	-106.94
gain	19	0	-111.98
gain	0	20	-117.83
gain	20	0	-124.31
gain	0	21	-110.61
gain	21	0	-115.02
gain	0	22	-113.39
gain	22	0	-116.39
gain	0	23	-119.70
gain	23	0	-126.97
gain	0	24	-118.29
gain	24	0	-119.97
gain	0	25	-113.51
gain	25	0	-121.94
gain	0	26	-118.65
gain	26	0	-120.97
gain	0	27	-122.75
gain	27	0	-120.97
gain	0	28	-121.85
gain	28	0	-122.76
gain	0	29	-119.90
gain	29	0	-122.69
gain	0	30	-102.95
gain	30	0	-109.21
gain	0	31	-104.05
gain	31	0	-107.92
gain	0	32	-102.76
gain	32	0	-106.67
gain	0	33	-111.07
gain	33	0	-117.22
gain	0	34	-116.05
gain	34	0	-120.81
gain	0	35	-119.09
gain	35	0	-123.67
gain	0	36	-121.15
gain	36	0	-129.51
gain	0	37	-113.35
gain	37	0	-113.91
gain	0	38	-118.27
gain	38	0	-124.85
gain	0	39	-123.60
gain	39	0	-129.05
gain	0	40	-124.55
gain	40	0	-132.04
gain	0	41	-122.03
gain	41	0	-125.15
gain	0	42	-123.08
gain	42	0	-124.36
gain	0	43	-113.19
gain	43	0	-118.36
gain	0	44	-128.07
gain	44	0	-136.30
gain	0	45	-104.29
gain	45	0	-110.99
gain	0	46	-107.57
gain	46	0	-110.06
gain	0	47	-113.62
gain	47	0	-117.17
gain	0	48	-104.15
gain	48	0	-105.49
gain	0	49	-110.95
gain	49	0	-120.26
gain	0	50	-112.81
gain	50	0	-123.09
gain	0	51	-118.95
gain	51	0	-124.37
gain	0	52	-121.02
gain	52	0	-122.46
gain	0	53	-119.34
gain	53	0	-121.79
gain	0	54	-122.15
gain	54	0	-125.30
gain	0	55	-118.69
gain	55	0	-121.14
gain	0	56	-118.69
gain	56	0	-128.46
gain	0	57	-115.82
gain	57	0	-119.47
gain	0	58	-119.30
gain	58	0	-125.70
gain	0	59	-124.78
gain	59	0	-127.29
gain	0	60	-105.09
gain	60	0	-108.93
gain	0	61	-107.93
gain	61	0	-110.52
gain	0	62	-101.72
gain	62	0	-109.53
gain	0	63	-117.08
gain	63	0	-118.11
gain	0	64	-115.61
gain	64	0	-119.62
gain	0	65	-114.43
gain	65	0	-120.53
gain	0	66	-113.49
gain	66	0	-113.85
gain	0	67	-110.56
gain	67	0	-113.18
gain	0	68	-115.34
gain	68	0	-122.52
gain	0	69	-128.30
gain	69	0	-132.77
gain	0	70	-121.97
gain	70	0	-126.20
gain	0	71	-116.55
gain	71	0	-118.89
gain	0	72	-120.37
gain	72	0	-123.13
gain	0	73	-135.14
gain	73	0	-136.29
gain	0	74	-124.54
gain	74	0	-129.57
gain	0	75	-115.60
gain	75	0	-120.76
gain	0	76	-103.37
gain	76	0	-104.48
gain	0	77	-115.38
gain	77	0	-120.16
gain	0	78	-117.36
gain	78	0	-124.99
gain	0	79	-120.71
gain	79	0	-123.12
gain	0	80	-117.23
gain	80	0	-120.14
gain	0	81	-118.46
gain	81	0	-121.96
gain	0	82	-116.25
gain	82	0	-117.38
gain	0	83	-110.68
gain	83	0	-112.84
gain	0	84	-126.11
gain	84	0	-128.42
gain	0	85	-122.77
gain	85	0	-121.89
gain	0	86	-125.34
gain	86	0	-127.84
gain	0	87	-119.17
gain	87	0	-125.63
gain	0	88	-133.17
gain	88	0	-137.39
gain	0	89	-129.09
gain	89	0	-131.91
gain	0	90	-108.30
gain	90	0	-108.12
gain	0	91	-114.62
gain	91	0	-118.39
gain	0	92	-111.12
gain	92	0	-111.85
gain	0	93	-117.81
gain	93	0	-123.33
gain	0	94	-114.73
gain	94	0	-120.12
gain	0	95	-109.33
gain	95	0	-116.97
gain	0	96	-119.42
gain	96	0	-124.40
gain	0	97	-114.05
gain	97	0	-117.78
gain	0	98	-119.80
gain	98	0	-124.32
gain	0	99	-125.96
gain	99	0	-128.31
gain	0	100	-126.17
gain	100	0	-128.08
gain	0	101	-121.85
gain	101	0	-123.93
gain	0	102	-130.09
gain	102	0	-132.94
gain	0	103	-128.16
gain	103	0	-128.49
gain	0	104	-129.15
gain	104	0	-134.86
gain	0	105	-117.91
gain	105	0	-119.56
gain	0	106	-119.70
gain	106	0	-122.44
gain	0	107	-120.50
gain	107	0	-129.81
gain	0	108	-122.57
gain	108	0	-124.19
gain	0	109	-108.42
gain	109	0	-113.54
gain	0	110	-117.98
gain	110	0	-121.56
gain	0	111	-121.58
gain	111	0	-124.85
gain	0	112	-120.83
gain	112	0	-122.97
gain	0	113	-121.14
gain	113	0	-122.09
gain	0	114	-116.15
gain	114	0	-120.40
gain	0	115	-118.52
gain	115	0	-117.08
gain	0	116	-122.13
gain	116	0	-128.22
gain	0	117	-121.50
gain	117	0	-129.10
gain	0	118	-129.79
gain	118	0	-135.71
gain	0	119	-119.63
gain	119	0	-120.21
gain	0	120	-120.80
gain	120	0	-125.89
gain	0	121	-119.13
gain	121	0	-123.52
gain	0	122	-118.77
gain	122	0	-125.27
gain	0	123	-116.50
gain	123	0	-123.78
gain	0	124	-114.03
gain	124	0	-117.72
gain	0	125	-124.42
gain	125	0	-129.44
gain	0	126	-113.91
gain	126	0	-116.89
gain	0	127	-121.79
gain	127	0	-128.23
gain	0	128	-118.32
gain	128	0	-122.70
gain	0	129	-126.26
gain	129	0	-128.54
gain	0	130	-132.38
gain	130	0	-132.49
gain	0	131	-122.73
gain	131	0	-129.92
gain	0	132	-124.64
gain	132	0	-131.46
gain	0	133	-121.41
gain	133	0	-126.30
gain	0	134	-119.48
gain	134	0	-121.07
gain	0	135	-112.40
gain	135	0	-117.56
gain	0	136	-118.67
gain	136	0	-124.44
gain	0	137	-120.62
gain	137	0	-123.88
gain	0	138	-120.36
gain	138	0	-122.61
gain	0	139	-115.00
gain	139	0	-118.24
gain	0	140	-119.29
gain	140	0	-125.14
gain	0	141	-118.86
gain	141	0	-123.38
gain	0	142	-121.51
gain	142	0	-125.34
gain	0	143	-124.69
gain	143	0	-128.13
gain	0	144	-113.51
gain	144	0	-117.97
gain	0	145	-130.34
gain	145	0	-133.25
