gain	0	1	-87.04
gain	1	0	-88.02
gain	0	2	-89.58
gain	2	0	-90.40
gain	0	3	-96.56
gain	3	0	-98.69
gain	0	4	-108.45
gain	4	0	-112.72
gain	0	5	-99.72
gain	5	0	-104.43
gain	0	6	-107.02
gain	6	0	-108.16
gain	0	7	-112.03
gain	7	0	-110.56
gain	0	8	-106.75
gain	8	0	-111.25
gain	0	9	-107.25
gain	9	0	-107.24
gain	0	10	-115.74
gain	10	0	-118.04
gain	0	11	-117.77
gain	11	0	-121.51
gain	0	12	-112.05
gain	12	0	-113.75
gain	0	13	-118.28
gain	13	0	-116.20
gain	0	14	-116.72
gain	14	0	-117.27
gain	0	15	-77.28
gain	15	0	-73.96
gain	0	16	-87.97
gain	16	0	-85.90
gain	0	17	-93.46
gain	17	0	-94.17
gain	0	18	-100.62
gain	18	0	-102.33
gain	0	19	-96.70
gain	19	0	-99.46
gain	0	20	-102.53
gain	20	0	-103.39
gain	0	21	-107.64
gain	21	0	-108.75
gain	0	22	-107.87
gain	22	0	-112.21
gain	0	23	-107.76
gain	23	0	-111.42
gain	0	24	-108.33
gain	24	0	-114.86
gain	0	25	-112.34
gain	25	0	-114.67
gain	0	26	-117.18
gain	26	0	-118.87
gain	0	27	-110.74
gain	27	0	-112.92
gain	0	28	-112.29
gain	28	0	-112.19
gain	0	29	-114.82
gain	29	0	-120.37
gain	0	30	-92.53
gain	30	0	-95.74
gain	0	31	-99.21
gain	31	0	-100.79
gain	0	32	-102.31
gain	32	0	-103.64
gain	0	33	-103.22
gain	33	0	-104.73
gain	0	34	-105.83
gain	34	0	-105.22
gain	0	35	-114.75
gain	35	0	-116.53
gain	0	36	-100.94
gain	36	0	-104.41
gain	0	37	-104.79
gain	37	0	-110.20
gain	0	38	-108.21
gain	38	0	-105.78
gain	0	39	-110.24
gain	39	0	-109.41
gain	0	40	-109.80
gain	40	0	-110.14
gain	0	41	-116.08
gain	41	0	-118.49
gain	0	42	-123.16
gain	42	0	-123.22
gain	0	43	-116.98
gain	43	0	-115.81
gain	0	44	-116.43
gain	44	0	-118.33
gain	0	45	-96.06
gain	45	0	-98.89
gain	0	46	-91.85
gain	46	0	-94.59
gain	0	47	-89.61
gain	47	0	-90.28
gain	0	48	-104.50
gain	48	0	-109.05
gain	0	49	-105.33
gain	49	0	-108.74
gain	0	50	-108.51
gain	50	0	-108.26
gain	0	51	-108.71
gain	51	0	-106.95
gain	0	52	-106.94
gain	52	0	-112.45
gain	0	53	-112.63
gain	53	0	-112.66
gain	0	54	-107.14
gain	54	0	-110.74
gain	0	55	-115.13
gain	55	0	-113.89
gain	0	56	-117.57
gain	56	0	-121.23
gain	0	57	-115.98
gain	57	0	-116.42
gain	0	58	-118.12
gain	58	0	-120.27
gain	0	59	-113.10
gain	59	0	-117.68
gain	0	60	-100.78
gain	60	0	-102.65
gain	0	61	-101.80
gain	61	0	-105.11
gain	0	62	-98.11
gain	62	0	-100.98
gain	0	63	-105.80
gain	63	0	-109.90
gain	0	64	-108.04
gain	64	0	-106.92
gain	0	65	-106.79
gain	65	0	-104.27
gain	0	66	-105.29
gain	66	0	-105.85
gain	0	67	-108.91
gain	67	0	-108.35
gain	0	68	-110.70
gain	68	0	-117.43
gain	0	69	-113.02
gain	69	0	-113.48
gain	0	70	-114.05
gain	70	0	-116.02
gain	0	71	-120.68
gain	71	0	-122.52
gain	0	72	-113.91
gain	72	0	-113.73
gain	0	73	-118.52
gain	73	0	-119.17
gain	0	74	-118.62
gain	74	0	-121.56
gain	0	75	-103.39
gain	75	0	-104.00
gain	0	76	-111.83
gain	76	0	-113.47
gain	0	77	-114.13
gain	77	0	-118.74
gain	0	78	-107.85
gain	78	0	-109.36
gain	0	79	-111.51
gain	79	0	-110.96
gain	0	80	-113.33
gain	80	0	-114.29
gain	0	81	-109.03
gain	81	0	-107.96
gain	0	82	-107.79
gain	82	0	-109.56
gain	0	83	-113.32
gain	83	0	-114.88
gain	0	84	-120.25
gain	84	0	-119.61
gain	0	85	-112.11
gain	85	0	-109.75
gain	0	86	-119.12
gain	86	0	-125.15
gain	0	87	-119.41
gain	87	0	-121.09
gain	0	88	-113.05
gain	88	0	-115.27
gain	0	89	-121.03
gain	89	0	-123.51
gain	0	90	-107.46
gain	90	0	-111.31
gain	0	91	-108.44
gain	91	0	-111.58
gain	0	92	-101.81
gain	92	0	-105.52
gain	0	93	-105.53
gain	93	0	-110.77
gain	0	94	-115.72
gain	94	0	-115.87
gain	0	95	-108.57
gain	95	0	-111.94
gain	0	96	-115.88
gain	96	0	-114.72
gain	0	97	-109.79
gain	97	0	-112.04
gain	0	98	-118.77
gain	98	0	-119.77
gain	0	99	-117.23
gain	99	0	-121.87
gain	0	100	-115.79
gain	100	0	-122.14
gain	0	101	-119.80
gain	101	0	-122.07
gain	0	102	-119.85
gain	102	0	-122.26
gain	0	103	-121.11
gain	103	0	-123.35
gain	0	104	-120.71
gain	104	0	-118.77
gain	0	105	-105.56
gain	105	0	-108.95
gain	0	106	-106.18
gain	106	0	-108.28
gain	0	107	-109.34
gain	107	0	-111.74
gain	0	108	-103.31
gain	108	0	-105.37
gain	0	109	-104.17
gain	109	0	-108.08
gain	0	110	-117.10
gain	110	0	-118.08
gain	0	111	-112.51
gain	111	0	-116.15
gain	0	112	-117.19
gain	112	0	-120.58
gain	0	113	-111.31
gain	113	0	-116.39
gain	0	114	-118.33
gain	114	0	-120.32
gain	0	115	-120.81
gain	115	0	-117.73
gain	0	116	-114.66
gain	116	0	-117.31
gain	0	117	-117.59
gain	117	0	-123.05
gain	0	118	-116.27
gain	118	0	-119.10
gain	0	119	-114.40
gain	119	0	-116.71
gain	0	120	-108.51
gain	120	0	-106.37
gain	0	121	-106.13
gain	121	0	-106.76
gain	0	122	-109.92
gain	122	0	-113.06
gain	0	123	-118.68
gain	123	0	-119.34
gain	0	124	-113.73
gain	124	0	-114.38
gain	0	125	-109.76
gain	125	0	-112.01
gain	0	126	-123.24
gain	126	0	-121.80
gain	0	127	-113.39
gain	127	0	-113.53
gain	0	128	-116.41
gain	128	0	-118.42
gain	0	129	-117.86
gain	129	0	-117.27
gain	0	130	-114.59
gain	130	0	-116.69
gain	0	131	-118.71
gain	131	0	-118.67
gain	0	132	-116.08
gain	132	0	-118.66
gain	0	133	-120.47
gain	133	0	-121.16
gain	0	134	-122.85
gain	134	0	-123.33
gain	0	135	-117.46
gain	135	0	-119.65
gain	0	136	-121.33
gain	136	0	-124.82
gain	0	137	-117.51
gain	137	0	-118.78
gain	0	138	-113.23
gain	138	0	-110.73
gain	0	139	-115.97
gain	139	0	-115.37
gain	0	140	-112.21
gain	140	0	-117.66
gain	0	141	-112.41
gain	141	0	-112.75
gain	0	142	-112.08
gain	142	0	-117.24
gain	0	143	-110.54
gain	143	0	-111.24
gain	0	144	-115.17
gain	144	0	-116.77
gain	0	145	-113.91
gain	145	0	-115.10
gain	0	146	-113.52
gain	146	0	-112.27
gain	0	147	-118.54
gain	147	0	-121.14
gain	0	148	-115.26
gain	148	0	-116.79
gain	0	149	-113.50
gain	149	0	-114.28
gain	0	150	-123.34
gain	150	0	-129.23
gain	0	151	-122.09
gain	151	0	-121.54
gain	0	152	-121.00
gain	152	0	-122.28
gain	0	153	-119.99
gain	153	0	-123.70
gain	0	154	-118.02
gain	154	0	-117.35
gain	0	155	-113.90
gain	155	0	-117.05
gain	0	156	-113.26
gain	156	0	-114.43
gain	0	157	-113.20
gain	157	0	-116.33
gain	0	158	-111.93
gain	158	0	-115.49
gain	0	159	-116.52
gain	159	0	-113.72
gain	0	160	-115.04
gain	160	0	-114.51
gain	0	161	-121.89
gain	161	0	-124.23
gain	0	162	-119.67
gain	162	0	-119.08
gain	0	163	-120.60
gain	163	0	-117.20
gain	0	164	-127.60
gain	164	0	-125.95
gain	0	165	-109.60
gain	165	0	-110.88
gain	0	166	-109.82
gain	166	0	-113.77
gain	0	167	-111.66
gain	167	0	-114.73
gain	0	168	-119.40
gain	168	0	-123.82
gain	0	169	-111.26
gain	169	0	-108.03
gain	0	170	-112.33
gain	170	0	-119.60
gain	0	171	-118.51
gain	171	0	-122.20
gain	0	172	-119.57
gain	172	0	-116.35
gain	0	173	-116.78
gain	173	0	-118.23
gain	0	174	-123.66
gain	174	0	-124.87
gain	0	175	-117.90
gain	175	0	-118.32
gain	0	176	-124.03
gain	176	0	-124.39
gain	0	177	-117.95
gain	177	0	-119.81
gain	0	178	-113.86
gain	178	0	-116.67
gain	0	179	-120.81
gain	179	0	-124.65
gain	0	180	-115.05
gain	180	0	-114.69
gain	0	181	-118.01
gain	181	0	-122.09
gain	0	182	-111.88
gain	182	0	-112.26
gain	0	183	-109.96
gain	183	0	-111.64
gain	0	184	-117.59
gain	184	0	-121.32
gain	0	185	-115.03
gain	185	0	-114.19
gain	0	186	-117.31
gain	186	0	-115.47
gain	0	187	-120.98
gain	187	0	-123.23
gain	0	188	-120.82
gain	188	0	-125.82
gain	0	189	-120.22
gain	189	0	-124.62
gain	0	190	-118.94
gain	190	0	-119.00
gain	0	191	-117.09
gain	191	0	-120.19
gain	0	192	-111.96
gain	192	0	-112.38
gain	0	193	-115.86
gain	193	0	-120.25
gain	0	194	-122.59
gain	194	0	-126.55
gain	0	195	-114.32
gain	195	0	-116.47
gain	0	196	-114.14
gain	196	0	-115.31
gain	0	197	-114.16
gain	197	0	-118.01
gain	0	198	-118.65
gain	198	0	-126.43
gain	0	199	-119.01
